GISLINK,STREET,HOUSE,UNIT,CITY,PROVINCE,PC,X,Y
5504000,EIGHTH ST,209,,NEW WESTMINSTER,BC,V3M 3P8,-122.9167359,49.20588351
5505000,EIGHTH ST,207,,NEW WESTMINSTER,BC,V3M 3P8,-122.9166071,49.20578079
5506000,NINTH ST,209,,NEW WESTMINSTER,BC,V3M 3V2,-122.9182857,49.2047111
5507000,NINTH ST,205,,NEW WESTMINSTER,BC,V3M 3V2,-122.9181768,49.20462427
5507001,QUEENS AVE,823,,NEW WESTMINSTER,BC,V3M 1L9,-122.9180468,49.20452067
5508000,MILTON ST,818,,NEW WESTMINSTER,BC,V3M 1N2,-122.9179767,49.20482096
8606000,ASH ST,511,412,NEW WESTMINSTER,BC,V3M 3N4,-122.9216318,49.21119609
8606000,ASH ST,511,412A,NEW WESTMINSTER,BC,V3M 3N4,-122.9216318,49.21119609
8606000,ASH ST,511,413,NEW WESTMINSTER,BC,V3M 3N4,-122.9216318,49.21119609
5509000,MILTON ST,820,,NEW WESTMINSTER,BC,V3M 1N2,-122.9180834,49.20476355
5510000,QUEENS AVE,819,,NEW WESTMINSTER,BC,V3M 1L9,-122.9178547,49.20465243
5513000,MILTON ST,812,102,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,104,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,106,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,108,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,110,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,112,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,114,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,116,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,107,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,105,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,103,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,101,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,202,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,204,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,COMPLX,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5707000,MOWAT ST,225,COMPLX,NEW WESTMINSTER,BC,V3M 4B1,-122.9214825,49.20418844
8585000,BELMONT ST,615,COMPLX,NEW WESTMINSTER,BC,V3M 6A1,-122.9205008,49.21222601
6125000,BLACKFORD ST,620,COMPLX,NEW WESTMINSTER,BC,V3M 1R6,-122.916629,49.20862251
5513000,MILTON ST,812,206,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,208,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,207,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,205,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,203,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,201,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,307,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,305,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,303,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,301,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,302,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5513000,MILTON ST,812,304,NEW WESTMINSTER,BC,V3M 1N2,-122.917569,49.20492332
5514000,QUEENS AVE,803,101,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,102,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,103,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
1261000,AGNES ST,407,208,NEW WESTMINSTER,BC,V3L 1G2,-122.9080827,49.20618236
1261000,AGNES ST,407,301,NEW WESTMINSTER,BC,V3L 1G2,-122.9080827,49.20618236
1261000,AGNES ST,407,302,NEW WESTMINSTER,BC,V3L 1G2,-122.9080827,49.20618236
14597000,SALTER ST,230,21,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
14597000,SALTER ST,230,22,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
5514000,QUEENS AVE,803,105,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,106,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,107,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,108,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,109,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,110,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,201,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,202,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,203,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,204,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,205,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,206,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,207,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,208,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,209,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,210,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,301,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,302,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,303,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,304,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,305,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,306,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,307,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,308,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,309,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5514000,QUEENS AVE,803,310,NEW WESTMINSTER,BC,V3M 1L8,-122.9170888,49.20518168
5516000,EIGHTH ST,212,,NEW WESTMINSTER,BC,V3M 3P9,-122.9174193,49.20558681
5517000,EIGHTH ST,214,,NEW WESTMINSTER,BC,V3M 3P9,-122.9175949,49.20572632
5518000,MILTON ST,805,,NEW WESTMINSTER,BC,V3M 1M9,-122.917667,49.20557028
5519000,MILTON ST,807,,NEW WESTMINSTER,BC,V3M 1M9,-122.9177736,49.20551281
1332000,AGNES ST,57,103,NEW WESTMINSTER,BC,V3L 1E2,-122.9018546,49.20953442
1332000,AGNES ST,57,203,NEW WESTMINSTER,BC,V3L 1E2,-122.9018546,49.20953442
12295100,WOOD ST,100,21,NEW WESTMINSTER,BC,V3M 0H6,-122.9363318,49.18556579
12295100,WOOD ST,100,20,NEW WESTMINSTER,BC,V3M 0H6,-122.9363318,49.18556579
5522000,MILTON ST,819,,NEW WESTMINSTER,BC,V3M 1N1,-122.9184663,49.20513927
5523000,NINTH ST,221,,NEW WESTMINSTER,BC,V3M 3V4,-122.9188121,49.20512958
5524000,NINTH ST,219,,NEW WESTMINSTER,BC,V3M 3V4,-122.9187097,49.20504819
5525000,NINTH ST,217,,NEW WESTMINSTER,BC,V3M 3V4,-122.9185772,49.20494285
5526000,NINTH ST,210,,NEW WESTMINSTER,BC,V3M 3V3,-122.9187666,49.20455445
5527000,NINTH ST,208,,NEW WESTMINSTER,BC,V3M 3V3,-122.918657,49.20446709
5528000,QUEENS AVE,903,,NEW WESTMINSTER,BC,V3M 1M1,-122.9184944,49.20433739
5530000,QUEENS AVE,905,,NEW WESTMINSTER,BC,V3M 1M1,-122.9187727,49.20433389
5531000,QUEENS AVE,909,,NEW WESTMINSTER,BC,V3M 1M1,-122.9189414,49.20424304
5535000,NINTH ST,216,1,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,2,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,3,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,4,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
744000,AGNES ST,307,305,NEW WESTMINSTER,BC,V3L 1E7,-122.9059086,49.20735391
744000,AGNES ST,307,306,NEW WESTMINSTER,BC,V3L 1E7,-122.9059086,49.20735391
744000,AGNES ST,307,307,NEW WESTMINSTER,BC,V3L 1E7,-122.9059086,49.20735391
5535000,NINTH ST,216,5,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,6,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,7,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,8,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,9,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5535000,NINTH ST,216,10,NEW WESTMINSTER,BC,V3M 3V3,-122.9192109,49.20468333
5537000,QUEENS AVE,921,,NEW WESTMINSTER,BC,V3M 1M1,-122.9193865,49.20392182
5538000,QUEENS AVE,919,,NEW WESTMINSTER,BC,V3M 1M1,-122.9192178,49.20401265
5539000,QUEENS AVE,917,,NEW WESTMINSTER,BC,V3M 1M1,-122.919049,49.20410349
5540000,TENTH ST,215,105,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,106,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,107,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,108,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,109,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,110,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,111,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5464000,SIXTH ST,204,203,NEW WESTMINSTER,BC,V3L 3A1,-122.913254,49.20725378
10865001,SIXTH AVE,505,1205,NEW WESTMINSTER,BC,V3L 5H3,-122.9199149,49.21392477
5540000,TENTH ST,215,209,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,210,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,211,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,212,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,214,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,201,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,202,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,203,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,204,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,205,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,306,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,307,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,308,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,309,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,310,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,311,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
746000,AGNES ST,315,213,NEW WESTMINSTER,BC,V3L 1E7,-122.9064414,49.20706729
746000,AGNES ST,315,214,NEW WESTMINSTER,BC,V3L 1E7,-122.9064414,49.20706729
8107000,SIXTH AVE,1512,,NEW WESTMINSTER,BC,V3M 2C7,-122.9357477,49.20447337
5540000,TENTH ST,215,312,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,301,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,302,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,303,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,304,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5540000,TENTH ST,215,305,NEW WESTMINSTER,BC,V3M 3Y1,-122.9197102,49.20436166
5542000,TENTH ST,222,14,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,13,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,12,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,11,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,26,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,25,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,24,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,23,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,22,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,21,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
14597000,SALTER ST,230,7,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
14597000,SALTER ST,230,8,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
14597000,SALTER ST,230,9,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
5542000,TENTH ST,222,32,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,222,31,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,14,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,13,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,12,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,11,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,26,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,25,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,24,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,23,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,22,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,21,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,32,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,232,31,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,13,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
405000,COLUMBIA ST,511,C,NEW WESTMINSTER,BC,V3L 1B2,-122.9069894,49.20406752
13205502,FENTON ST,324,,NEW WESTMINSTER,BC,V3M 5H9,-122.9369611,49.19152108
5542000,TENTH ST,220,12,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,11,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,26,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,25,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,24,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,23,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,22,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,220,21,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,13,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,12,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,11,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,26,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,25,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,24,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,23,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
10861000,SIXTH ST,601,410,NEW WESTMINSTER,BC,V3L 3C1,-122.920243,49.21354538
5542000,TENTH ST,230,22,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,230,21,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,15,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,14,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,13,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,12,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,11,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,26,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,25,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,24,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,23,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,22,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5542000,TENTH ST,240,21,NEW WESTMINSTER,BC,V3M 3X9,-122.9208759,49.20435337
5543000,QUEENS AVE,1003,,NEW WESTMINSTER,BC,V3M 1M4,-122.9200871,49.20372447
5550000,MOWAT ST,215,101,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5772000,ASH ST,222,104,NEW WESTMINSTER,BC,V3M 3M4,-122.9166621,49.20642815
5772000,ASH ST,222,105,NEW WESTMINSTER,BC,V3M 3M4,-122.9166621,49.20642815
5550000,MOWAT ST,215,102,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,103,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,104,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,105,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,205,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,206,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,207,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,208,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,209,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,210,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,211,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,212,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,213,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,214,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,201,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
9195501,NANAIMO ST,1315,,NEW WESTMINSTER,BC,V3M 2G1,-122.9341422,49.20715398
9195502,NANAIMO ST,1313,,NEW WESTMINSTER,BC,V3M 2G1,-122.9340355,49.20721141
5550000,MOWAT ST,215,202,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,203,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,204,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,305,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,306,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,307,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,308,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,309,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,310,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,311,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,312,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,313,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,314,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,301,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,302,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
745000,AGNES ST,309,102,NEW WESTMINSTER,BC,V3L 1E7,-122.9061217,49.20723928
745000,AGNES ST,309,204,NEW WESTMINSTER,BC,V3L 1E7,-122.9061217,49.20723928
14597000,SALTER ST,230,10,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
14597000,SALTER ST,230,11,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
14597000,SALTER ST,230,12,NEW WESTMINSTER,BC,V3M 0G1,-122.9235953,49.19323015
5550000,MOWAT ST,215,303,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,304,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,405,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,406,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,407,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,408,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,401,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,402,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,403,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5550000,MOWAT ST,215,404,NEW WESTMINSTER,BC,V3M 4B1,-122.9210224,49.20382157
5551000,QUEENS AVE,1025,,NEW WESTMINSTER,BC,V3M 1M4,-122.9205184,49.20341974
5554000,MOWAT ST,212,,NEW WESTMINSTER,BC,V3M 4B2,-122.9211879,49.20332279
5555000,MOWAT ST,214,,NEW WESTMINSTER,BC,V3M 4B2,-122.9213047,49.20341598
5556000,MOWAT ST,216,,NEW WESTMINSTER,BC,V3M 4B2,-122.9213924,49.20348587
5557000,MOWAT ST,218,,NEW WESTMINSTER,BC,V3M 4B2,-122.9215385,49.20360236
775000,FIRST ST,82,3,NEW WESTMINSTER,BC,V3L 2G1,-122.9027693,49.20968597
609000,LORNE ST,50,220,NEW WESTMINSTER,BC,V3M 6G3,-122.9114259,49.20309234
700001,ROYAL AVE,700,2814,NEW WESTMINSTER,BC,V3M 5Z5,-122.9130225,49.20365393
391000,COLUMBIA ST,631,102,NEW WESTMINSTER,BC,V3M 1A7,-122.9089904,49.20300496
5559000,MOWAT ST,202,101,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,102,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,103,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,104,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,105,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,106,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,107,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,201,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,202,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
5559000,MOWAT ST,202,203,NEW WESTMINSTER,BC,V3M 4B2,-122.9210631,49.20303869
